Model,Member,Var,Season,RMSE,BIAS,Both
AWI-CM-1-1-MR,r1i1p1f1,tasmin,Annual,0.387298335,0.264575131,0.469041576
AWI-CM-1-1-MR,r1i1p1f1,DTR,Annual,0.2,0,0.2
AWI-CM-1-1-MR,r1i1p1f1,All,DJF,4.806245936,0.768114575,4.867237409
AWI-CM-1-1-MR,r1i1p1f1,All,MAM,5.013980455,0.469041576,5.035871325
AWI-CM-1-1-MR,r1i1p1f1,All,JJA,7.903796556,0.173205081,7.90569415
AWI-CM-1-1-MR,r1i1p1f1,All,SON,5.208646657,2.204540769,5.655970297
GFDL-CM4,r1i1p1f1,All,Annual,6.400781202,1.122497216,6.498461356
BCC-CSM2-MR,r1i1p1f1,pr,DJF,1.7,-0.1,1.702938637
BCC-CSM2-MR,r1i1p1f1,pr,MAM,2.7,-0.2,2.707397274
BCC-CSM2-MR,r1i1p1f1,pr,JJA,4.8,-0.8,4.866210024
BCC-CSM2-MR,r1i1p1f1,pr,SON,2.5,0.5,2.549509757
BCC-CSM2-MR,r1i1p1f1,tasmax,DJF,0,0,0
BCC-CSM2-MR,r1i1p1f1,tasmax,MAM,0,0,0
BCC-CSM2-MR,r1i1p1f1,tasmax,JJA,0,0,0
BCC-CSM2-MR,r1i1p1f1,tasmax,SON,0,0,0
BCC-CSM2-MR,r1i1p1f1,tasmin,DJF,0.1,0,0.1
BCC-CSM2-MR,r1i1p1f1,tasmin,MAM,0,0,0
BCC-CSM2-MR,r1i1p1f1,tasmin,JJA,0,0,0
BCC-CSM2-MR,r1i1p1f1,tasmin,SON,0,0,0
BCC-CSM2-MR,r1i1p1f1,DTR,DJF,0,0,0
BCC-CSM2-MR,r1i1p1f1,DTR,MAM,0,0,0
BCC-CSM2-MR,r1i1p1f1,DTR,JJA,0,0,0
BCC-CSM2-MR,r1i1p1f1,DTR,SON,0,0,0
BCC-CSM2-MR,r1i1p1f1,pr,Annual,6.28251542,0.969535971,6.35688603
BCC-CSM2-MR,r1i1p1f1,tasmax,Annual,0,0,0
BCC-CSM2-MR,r1i1p1f1,tasmin,Annual,0.1,0,0.1
BCC-CSM2-MR,r1i1p1f1,DTR,Annual,0,0,0
BCC-CSM2-MR,r1i1p1f1,All,DJF,1.702938637,0.1,1.705872211
BCC-CSM2-MR,r1i1p1f1,All,MAM,2.7,0.2,2.707397274
BCC-CSM2-MR,r1i1p1f1,All,JJA,4.8,0.8,4.866210024
BCC-CSM2-MR,r1i1p1f1,All,SON,2.5,0.5,2.549509757
CNRM-CM6-1,r1i1p1f2,All,Annual,6.456004957,0.860232527,6.513063795
CanESM5,r1i1p1f1,pr,DJF,4.7,2.1,5.14781507
CanESM5,r1i1p1f1,pr,MAM,4.8,0.4,4.816637832
CanESM5,r1i1p1f1,pr,JJA,6,0.3,6.007495318
CanESM5,r1i1p1f1,pr,SON,5.1,0.5,5.12445119
CanESM5,r1i1p1f1,tasmax,DJF,0.1,-0.1,0.141421356
CanESM5,r1i1p1f1,tasmax,MAM,0.1,0.1,0.141421356
CanESM5,r1i1p1f1,tasmax,JJA,0.1,0,0.1
CanESM5,r1i1p1f1,tasmax,SON,0.1,0,0.1
CanESM5,r1i1p1f1,tasmin,DJF,0.2,0,0.2
CanESM5,r1i1p1f1,tasmin,MAM,0.2,0.1,0.223606798
CanESM5,r1i1p1f1,tasmin,JJA,0.1,0,0.1
CanESM5,r1i1p1f1,tasmin,SON,0.1,0,0.1
CanESM5,r1i1p1f1,DTR,DJF,0.1,0,0.1
CanESM5,r1i1p1f1,DTR,MAM,0.1,0,0.1
CanESM5,r1i1p1f1,DTR,JJA,0.1,0,0.1
CanESM5,r1i1p1f1,DTR,SON,0.1,0,0.1
CanESM5,r1i1p1f1,pr,Annual,10.35084538,2.215851981,10.58536726
CanESM5,r1i1p1f1,tasmax,Annual,0.2,0.141421356,0.244948974
CanESM5,r1i1p1f1,tasmin,Annual,0.316227766,0.1,0.331662479
CanESM5,r1i1p1f1,DTR,Annual,0.2,0,0.2
CanESM5,r1i1p1f1,All,DJF,4.70637865,2.102379604,5.154609588
CanESM5,r1i1p1f1,All,MAM,4.806245936,0.424264069,4.824935233
CanESM5,r1i1p1f1,All,JJA,6.002499479,0.3,6.009991681
CanESM5,r1i1p1f1,All,SON,5.102940329,0.5,5.127377497
TaiESM1,r1i1p1f1,All,Annual,6.596969001,0.905538514,6.658828726
CESM2-LENS,r4i1p1f1,pr,DJF,4.5,-2.5,5.14781507
CESM2-LENS,r4i1p1f1,pr,MAM,4.6,-0.4,4.617358552
CESM2-LENS,r4i1p1f1,pr,JJA,6.6,0,6.6
CESM2-LENS,r4i1p1f1,pr,SON,5.1,0.6,5.135172831
CESM2-LENS,r4i1p1f1,tasmax,DJF,0.2,0,0.2
CESM2-LENS,r4i1p1f1,tasmax,MAM,0.2,-0.1,0.223606798
CESM2-LENS,r4i1p1f1,tasmax,JJA,0.2,-0.1,0.223606798
CESM2-LENS,r4i1p1f1,tasmax,SON,0.2,-0.2,0.282842712
CESM2-LENS,r4i1p1f1,tasmin,DJF,0.2,-0.1,0.223606798
CESM2-LENS,r4i1p1f1,tasmin,MAM,0.2,-0.2,0.282842712
CESM2-LENS,r4i1p1f1,tasmin,JJA,0.2,-0.1,0.223606798
CESM2-LENS,r4i1p1f1,tasmin,SON,0.2,-0.2,0.282842712
CESM2-LENS,r4i1p1f1,DTR,DJF,0.1,0,0.1
CESM2-LENS,r4i1p1f1,DTR,MAM,0.1,0,0.1
CESM2-LENS,r4i1p1f1,DTR,JJA,0.1,0,0.1
CESM2-LENS,r4i1p1f1,DTR,SON,0.1,0,0.1
CESM2-LENS,r4i1p1f1,pr,Annual,10.53470455,2.601922366,10.85126721
CESM2-LENS,r4i1p1f1,tasmax,Annual,0.4,0.244948974,0.469041576
CESM2-LENS,r4i1p1f1,tasmin,Annual,0.4,0.316227766,0.509901951
CESM2-LENS,r4i1p1f1,DTR,Annual,0.2,0,0.2
CESM2-LENS,r4i1p1f1,All,DJF,4.509988914,2.501999201,5.157518783
CESM2-LENS,r4i1p1f1,All,MAM,4.609772229,0.458257569,4.632493929
CESM2-LENS,r4i1p1f1,All,JJA,6.606814664,0.141421356,6.608328079
CESM2-LENS,r4i1p1f1,All,SON,5.10881591,0.663324958,5.151698749
CNRM-ESM2-1,r1i1p1f2,All,Annual,6.62721661,0.848528137,6.681317235
CNRM-CM6-1,r1i1p1f2,pr,DJF,1.9,0,1.9
CNRM-CM6-1,r1i1p1f2,pr,MAM,2.7,-0.1,2.701851217
CNRM-CM6-1,r1i1p1f2,pr,JJA,5,-0.8,5.06359556
CNRM-CM6-1,r1i1p1f2,pr,SON,2.4,0.3,2.418677324
CNRM-CM6-1,r1i1p1f2,tasmax,DJF,0.1,0,0.1
CNRM-CM6-1,r1i1p1f2,tasmax,MAM,0,0,0
CNRM-CM6-1,r1i1p1f2,tasmax,JJA,0,0,0
CNRM-CM6-1,r1i1p1f2,tasmax,SON,0,0,0
CNRM-CM6-1,r1i1p1f2,tasmin,DJF,0.1,0,0.1
CNRM-CM6-1,r1i1p1f2,tasmin,MAM,0,0,0
CNRM-CM6-1,r1i1p1f2,tasmin,JJA,0,0,0
CNRM-CM6-1,r1i1p1f2,tasmin,SON,0,0,0
CNRM-CM6-1,r1i1p1f2,DTR,DJF,0,0,0
CNRM-CM6-1,r1i1p1f2,DTR,MAM,0,0,0
CNRM-CM6-1,r1i1p1f2,DTR,JJA,0,0,0
CNRM-CM6-1,r1i1p1f2,DTR,SON,0,0,0
CNRM-CM6-1,r1i1p1f2,pr,Annual,6.454455825,0.860232527,6.511528238
CNRM-CM6-1,r1i1p1f2,tasmax,Annual,0.1,0,0.1
CNRM-CM6-1,r1i1p1f2,tasmin,Annual,0.1,0,0.1
CNRM-CM6-1,r1i1p1f2,DTR,Annual,0,0,0
CNRM-CM6-1,r1i1p1f2,All,DJF,1.905255888,0,1.905255888
CNRM-CM6-1,r1i1p1f2,All,MAM,2.7,0.1,2.701851217
CNRM-CM6-1,r1i1p1f2,All,JJA,5,0.8,5.06359556
CNRM-CM6-1,r1i1p1f2,All,SON,2.4,0.3,2.418677324
CNRM-CM6-1-HR,r1i1p1f2,All,Annual,6.907242576,1.077032961,6.990708119
CNRM-CM6-1-HR,r1i1p1f2,pr,DJF,2.2,-0.3,2.220360331
CNRM-CM6-1-HR,r1i1p1f2,pr,MAM,3,-0.5,3.041381265
CNRM-CM6-1-HR,r1i1p1f2,pr,JJA,5.3,-0.9,5.375872022
CNRM-CM6-1-HR,r1i1p1f2,pr,SON,2.4,0.1,2.40208243
CNRM-CM6-1-HR,r1i1p1f2,tasmax,DJF,0.1,0,0.1
CNRM-CM6-1-HR,r1i1p1f2,tasmax,MAM,0,0,0
CNRM-CM6-1-HR,r1i1p1f2,tasmax,JJA,0,0,0
CNRM-CM6-1-HR,r1i1p1f2,tasmax,SON,0,0,0
CNRM-CM6-1-HR,r1i1p1f2,tasmin,DJF,0.1,0,0.1
CNRM-CM6-1-HR,r1i1p1f2,tasmin,MAM,0,0,0
CNRM-CM6-1-HR,r1i1p1f2,tasmin,JJA,0,0,0
CNRM-CM6-1-HR,r1i1p1f2,tasmin,SON,0,0,0
CNRM-CM6-1-HR,r1i1p1f2,DTR,DJF,0,0,0
CNRM-CM6-1-HR,r1i1p1f2,DTR,MAM,0,0,0
CNRM-CM6-1-HR,r1i1p1f2,DTR,JJA,0,0,0
CNRM-CM6-1-HR,r1i1p1f2,DTR,SON,0,0,0
CNRM-CM6-1-HR,r1i1p1f2,pr,Annual,6.905794668,1.077032961,6.989277502
CNRM-CM6-1-HR,r1i1p1f2,tasmax,Annual,0.1,0,0.1
CNRM-CM6-1-HR,r1i1p1f2,tasmin,Annual,0.1,0,0.1
CNRM-CM6-1-HR,r1i1p1f2,DTR,Annual,0,0,0
CNRM-CM6-1-HR,r1i1p1f2,All,DJF,2.204540769,0.3,2.224859546
CNRM-CM6-1-HR,r1i1p1f2,All,MAM,3,0.5,3.041381265
CNRM-CM6-1-HR,r1i1p1f2,All,JJA,5.3,0.9,5.375872022
CNRM-CM6-1-HR,r1i1p1f2,All,SON,2.4,0.1,2.40208243
INM-CM4-8,r1i1p1f1,All,Annual,7.202777242,0.714142843,7.238093672
CNRM-ESM2-1,r1i1p1f2,pr,DJF,2.2,-0.2,2.209072203
CNRM-ESM2-1,r1i1p1f2,pr,MAM,2.7,-0.2,2.707397274
CNRM-ESM2-1,r1i1p1f2,pr,JJA,5.1,-0.8,5.1623638
CNRM-ESM2-1,r1i1p1f2,pr,SON,2.4,0,2.4
CNRM-ESM2-1,r1i1p1f2,tasmax,DJF,0.1,0,0.1
CNRM-ESM2-1,r1i1p1f2,tasmax,MAM,0,0,0
CNRM-ESM2-1,r1i1p1f2,tasmax,JJA,0,0,0
CNRM-ESM2-1,r1i1p1f2,tasmax,SON,0,0,0
CNRM-ESM2-1,r1i1p1f2,tasmin,DJF,0.1,0,0.1
CNRM-ESM2-1,r1i1p1f2,tasmin,MAM,0,0,0
CNRM-ESM2-1,r1i1p1f2,tasmin,JJA,0,0,0
CNRM-ESM2-1,r1i1p1f2,tasmin,SON,0,0,0
CNRM-ESM2-1,r1i1p1f2,DTR,DJF,0,0,0
CNRM-ESM2-1,r1i1p1f2,DTR,MAM,0,0,0
CNRM-ESM2-1,r1i1p1f2,DTR,JJA,0,0,0
CNRM-ESM2-1,r1i1p1f2,DTR,SON,0,0,0
CNRM-ESM2-1,r1i1p1f2,pr,Annual,6.625707509,0.848528137,6.679820357
CNRM-ESM2-1,r1i1p1f2,tasmax,Annual,0.1,0,0.1
CNRM-ESM2-1,r1i1p1f2,tasmin,Annual,0.1,0,0.1
CNRM-ESM2-1,r1i1p1f2,DTR,Annual,0,0,0
CNRM-ESM2-1,r1i1p1f2,All,DJF,2.204540769,0.2,2.213594362
CNRM-ESM2-1,r1i1p1f2,All,MAM,2.7,0.2,2.707397274
CNRM-ESM2-1,r1i1p1f2,All,JJA,5.1,0.8,5.1623638
CNRM-ESM2-1,r1i1p1f2,All,SON,2.4,0,2.4
MIROC6,r1i1p1f1,All,Annual,7.897467949,2.076053949,8.165782265
EC-Earth3,r2i1p1f1,pr,DJF,4.2,-0.1,4.201190308
EC-Earth3,r2i1p1f1,pr,MAM,4.4,-1.1,4.535416188
EC-Earth3,r2i1p1f1,pr,JJA,6.1,-1.5,6.28171951
EC-Earth3,r2i1p1f1,pr,SON,4.9,0.8,4.964876635
EC-Earth3,r2i1p1f1,tasmax,DJF,0.2,0.2,0.282842712
EC-Earth3,r2i1p1f1,tasmax,MAM,0.2,0.2,0.282842712
EC-Earth3,r2i1p1f1,tasmax,JJA,0.2,0.2,0.282842712
EC-Earth3,r2i1p1f1,tasmax,SON,0.2,0.2,0.282842712
EC-Earth3,r2i1p1f1,tasmin,DJF,0.2,0.2,0.282842712
EC-Earth3,r2i1p1f1,tasmin,MAM,0.1,0.1,0.141421356
EC-Earth3,r2i1p1f1,tasmin,JJA,0.2,0.2,0.282842712
EC-Earth3,r2i1p1f1,tasmin,SON,0.2,0.2,0.282842712
EC-Earth3,r2i1p1f1,DTR,DJF,0.1,0,0.1
EC-Earth3,r2i1p1f1,DTR,MAM,0.1,0,0.1
EC-Earth3,r2i1p1f1,DTR,JJA,0.1,0,0.1
EC-Earth3,r2i1p1f1,DTR,SON,0.1,0,0.1
EC-Earth3,r2i1p1f1,pr,Annual,9.910600385,2.027313493,10.11582918
EC-Earth3,r2i1p1f1,tasmax,Annual,0.4,0.4,0.565685425
EC-Earth3,r2i1p1f1,tasmin,Annual,0.360555128,0.360555128,0.509901951
EC-Earth3,r2i1p1f1,DTR,Annual,0.2,0,0.2
EC-Earth3,r2i1p1f1,All,DJF,4.210700654,0.3,4.221374184
EC-Earth3,r2i1p1f1,All,MAM,4.406812907,1.122497216,4.5475268
EC-Earth3,r2i1p1f1,All,JJA,6.107372594,1.526433752,6.295236294
EC-Earth3,r2i1p1f1,All,SON,4.909175083,0.848528137,4.981967483
MRI-ESM2-0,r5i1p1f1,All,Annual,9.321480569,1.208304597,9.39946807
EC-Earth3-Veg,r4i1p1f1,pr,DJF,3.6,-0.4,3.622154055
EC-Earth3-Veg,r4i1p1f1,pr,MAM,4.5,-1.1,4.632493929
EC-Earth3-Veg,r4i1p1f1,pr,JJA,6.9,0.7,6.935416354
EC-Earth3-Veg,r4i1p1f1,pr,SON,5.6,1.3,5.748912941
EC-Earth3-Veg,r4i1p1f1,tasmax,DJF,0.6,-0.5,0.781024968
EC-Earth3-Veg,r4i1p1f1,tasmax,MAM,0.5,-0.4,0.640312424
EC-Earth3-Veg,r4i1p1f1,tasmax,JJA,0.5,-0.5,0.707106781
EC-Earth3-Veg,r4i1p1f1,tasmax,SON,0.4,-0.4,0.565685425
EC-Earth3-Veg,r4i1p1f1,tasmin,DJF,0.7,-0.6,0.921954446
EC-Earth3-Veg,r4i1p1f1,tasmin,MAM,0.5,-0.4,0.640312424
EC-Earth3-Veg,r4i1p1f1,tasmin,JJA,0.5,-0.4,0.640312424
EC-Earth3-Veg,r4i1p1f1,tasmin,SON,0.5,-0.4,0.640312424
EC-Earth3-Veg,r4i1p1f1,DTR,DJF,0.1,0.1,0.141421356
EC-Earth3-Veg,r4i1p1f1,DTR,MAM,0.1,0,0.1
EC-Earth3-Veg,r4i1p1f1,DTR,JJA,0.1,0,0.1
EC-Earth3-Veg,r4i1p1f1,DTR,SON,0.1,0,0.1
EC-Earth3-Veg,r4i1p1f1,pr,Annual,10.59150603,1.884144368,10.75778788
EC-Earth3-Veg,r4i1p1f1,tasmax,Annual,1.009950494,0.905538514,1.356465997
EC-Earth3-Veg,r4i1p1f1,tasmin,Annual,1.113552873,0.916515139,1.44222051
EC-Earth3-Veg,r4i1p1f1,DTR,Annual,0.2,0.1,0.223606798
EC-Earth3-Veg,r4i1p1f1,All,DJF,3.717526059,0.883176087,3.820994635
EC-Earth3-Veg,r4i1p1f1,All,MAM,4.5563143,1.236931688,4.721228654
EC-Earth3-Veg,r4i1p1f1,All,JJA,6.936858078,0.948683298,7.001428426
EC-Earth3-Veg,r4i1p1f1,All,SON,5.637375276,1.417744688,5.812916652
INM-CM5-0,r4i1p1f1,All,Annual,9.424436323,1.805547009,9.595832429
FGOALS-g3,r3i1p1f1,pr,DJF,3.6,1.1,3.764306045
FGOALS-g3,r3i1p1f1,pr,MAM,5.4,-0.1,5.400925847
FGOALS-g3,r3i1p1f1,pr,JJA,6.3,-0.2,6.303173804
FGOALS-g3,r3i1p1f1,pr,SON,3.9,-0.4,3.920459157
FGOALS-g3,r3i1p1f1,tasmax,DJF,0.2,-0.1,0.223606798
FGOALS-g3,r3i1p1f1,tasmax,MAM,0.1,0,0.1
FGOALS-g3,r3i1p1f1,tasmax,JJA,0.1,0,0.1
FGOALS-g3,r3i1p1f1,tasmax,SON,0.1,0,0.1
FGOALS-g3,r3i1p1f1,tasmin,DJF,0.2,-0.1,0.223606798
FGOALS-g3,r3i1p1f1,tasmin,MAM,0.1,0,0.1
FGOALS-g3,r3i1p1f1,tasmin,JJA,0,0,0
FGOALS-g3,r3i1p1f1,tasmin,SON,0.1,0,0.1
FGOALS-g3,r3i1p1f1,DTR,DJF,0.1,0,0.1
FGOALS-g3,r3i1p1f1,DTR,MAM,0.1,0,0.1
FGOALS-g3,r3i1p1f1,DTR,JJA,0,0,0
FGOALS-g3,r3i1p1f1,DTR,SON,0.1,0,0.1
FGOALS-g3,r3i1p1f1,pr,Annual,9.849873096,1.191637529,9.921693404
FGOALS-g3,r3i1p1f1,tasmax,Annual,0.264575131,0.1,0.282842712
FGOALS-g3,r3i1p1f1,tasmin,Annual,0.244948974,0.1,0.264575131
FGOALS-g3,r3i1p1f1,DTR,Annual,0.173205081,0,0.173205081
FGOALS-g3,r3i1p1f1,All,DJF,3.612478374,1.109053651,3.778888726
FGOALS-g3,r3i1p1f1,All,MAM,5.402777064,0.1,5.403702434
FGOALS-g3,r3i1p1f1,All,JJA,6.300793601,0.2,6.303967005
FGOALS-g3,r3i1p1f1,All,SON,3.903844259,0.4,3.924283374
HadGEM3-GC31-MM,r2i1p1f3,All,Annual,9.474175426,2.220360331,9.730878686
GFDL-CM4,r1i1p1f1,pr,DJF,1.7,0.1,1.702938637
GFDL-CM4,r1i1p1f1,pr,MAM,2.6,-0.3,2.617250466
GFDL-CM4,r1i1p1f1,pr,JJA,5.1,-1,5.197114584
GFDL-CM4,r1i1p1f1,pr,SON,2.3,0.4,2.334523506
GFDL-CM4,r1i1p1f1,tasmax,DJF,0.1,0,0.1
GFDL-CM4,r1i1p1f1,tasmax,MAM,0,0,0
GFDL-CM4,r1i1p1f1,tasmax,JJA,0,0,0
GFDL-CM4,r1i1p1f1,tasmax,SON,0,0,0
GFDL-CM4,r1i1p1f1,tasmin,DJF,0.1,0,0.1
GFDL-CM4,r1i1p1f1,tasmin,MAM,0,0,0
GFDL-CM4,r1i1p1f1,tasmin,JJA,0,0,0
GFDL-CM4,r1i1p1f1,tasmin,SON,0,0,0
GFDL-CM4,r1i1p1f1,DTR,DJF,0,0,0
GFDL-CM4,r1i1p1f1,DTR,MAM,0,0,0
GFDL-CM4,r1i1p1f1,DTR,JJA,0,0,0
GFDL-CM4,r1i1p1f1,DTR,SON,0,0,0
GFDL-CM4,r1i1p1f1,pr,Annual,6.399218702,1.122497216,6.496922348
GFDL-CM4,r1i1p1f1,tasmax,Annual,0.1,0,0.1
GFDL-CM4,r1i1p1f1,tasmin,Annual,0.1,0,0.1
GFDL-CM4,r1i1p1f1,DTR,Annual,0,0,0
GFDL-CM4,r1i1p1f1,All,DJF,1.705872211,0.1,1.708800749
GFDL-CM4,r1i1p1f1,All,MAM,2.6,0.3,2.617250466
GFDL-CM4,r1i1p1f1,All,JJA,5.1,1,5.197114584
GFDL-CM4,r1i1p1f1,All,SON,2.3,0.4,2.334523506
NorESM2-LM,r2i1p1f1,All,Annual,9.856977224,0.943398113,9.902019996
GFDL-ESM4,r1i1p1f1,pr,DJF,1.8,-0.2,1.811077028
GFDL-ESM4,r1i1p1f1,pr,MAM,2.6,-0.4,2.630589288
GFDL-ESM4,r1i1p1f1,pr,JJA,4.6,-0.8,4.669047012
GFDL-ESM4,r1i1p1f1,pr,SON,2.4,0.3,2.418677324
GFDL-ESM4,r1i1p1f1,tasmax,DJF,0,0,0
GFDL-ESM4,r1i1p1f1,tasmax,MAM,0,0,0
GFDL-ESM4,r1i1p1f1,tasmax,JJA,0,0,0
GFDL-ESM4,r1i1p1f1,tasmax,SON,0,0,0
GFDL-ESM4,r1i1p1f1,tasmin,DJF,0,0,0
GFDL-ESM4,r1i1p1f1,tasmin,MAM,0,0,0
GFDL-ESM4,r1i1p1f1,tasmin,JJA,0,0,0
GFDL-ESM4,r1i1p1f1,tasmin,SON,0,0,0
GFDL-ESM4,r1i1p1f1,DTR,DJF,0,0,0
GFDL-ESM4,r1i1p1f1,DTR,MAM,0,0,0
GFDL-ESM4,r1i1p1f1,DTR,JJA,0,0,0
GFDL-ESM4,r1i1p1f1,DTR,SON,0,0,0
GFDL-ESM4,r1i1p1f1,pr,Annual,6.076183012,0.964365076,6.152235366
GFDL-ESM4,r1i1p1f1,tasmax,Annual,0,0,0
GFDL-ESM4,r1i1p1f1,tasmin,Annual,0,0,0
GFDL-ESM4,r1i1p1f1,DTR,Annual,0,0,0
GFDL-ESM4,r1i1p1f1,All,DJF,1.8,0.2,1.811077028
GFDL-ESM4,r1i1p1f1,All,MAM,2.6,0.4,2.630589288
GFDL-ESM4,r1i1p1f1,All,JJA,4.6,0.8,4.669047012
GFDL-ESM4,r1i1p1f1,All,SON,2.4,0.3,2.418677324
FGOALS-g3,r3i1p1f1,All,Annual,9.857991682,1.2,9.930760293
HadGEM3-GC31-LL,r3i1p1f3,pr,DJF,3.7,-1,3.832753579
HadGEM3-GC31-LL,r3i1p1f3,pr,MAM,4.6,-0.5,4.627094121
